"","year","state","handgun","long_gun","other","multiple * 2","Total_sales"
"644",2020,"Oklahoma",14939,8277,1346,1894,26456
"645",2020,"Oregon",15332,9167,0,10,24509
"646",2020,"Pennsylvania",46160,13636,70,0,59866
"647",2020,"Puerto Rico",1559,139,75,82,1855
"648",2020,"Rhode Island",1279,844,118,430,2671
"649",2020,"South Carolina",11488,5795,969,876,19128
"650",2020,"South Dakota",2782,2897,214,316,6209
"651",2020,"Tennessee",28938,14788,1507,0,45233
"652",2020,"Texas",53796,29103,4092,4784,91775
"653",2020,"Utah",3552,2959,387,0,6898
"654",2020,"Vermont",1500,1278,159,190,3127
"655",2020,"Virgin Islands",33,3,0,0,36
"656",2020,"Virginia",36391,21424,9713,0,67528
"657",2020,"Washington",18390,8842,3813,102,31147
"658",2020,"West Virginia",6543,5664,422,864,13493
"659",2020,"Wisconsin",14521,9835,1168,98,25622
"660",2020,"Wyoming",2135,1656,185,214,4190
"661",2019,"Alabama",33020,25882,1560,2764,63226
"662",2019,"Alaska",3455,3080,397,430,7362
"663",2019,"Arizona",18178,10423,1560,2218,32379
"664",2019,"Arkansas",8671,10957,531,916,21075
"665",2019,"California",40637,30780,4883,0,76300
"666",2019,"Colorado",22531,16681,1762,2666,43640
"667",2019,"Connecticut",5655,2215,706,0,8576
"668",2019,"Delaware",2075,2301,120,188,4684
"669",2019,"District of Columbia",101,1,0,2,104
"670",2019,"Florida",67435,31580,4458,6300,109773
"671",2019,"Georgia",21514,17664,880,1614,41672
"672",2019,"Guam",180,86,18,20,304
"673",2019,"Hawaii",0,0,0,0,0
"674",2019,"Idaho",6745,7111,514,656,15026
"675",2019,"Illinois",24792,13258,0,2214,40264
"676",2019,"Indiana",26770,18746,2075,2478,50069
"677",2019,"Iowa",271,4421,81,6,4779
"678",2019,"Kansas",8092,8653,716,952,18413
"679",2019,"Kentucky",16185,14471,729,1506,32891
"680",2019,"Louisiana",14237,16743,912,1534,33426
"681",2019,"Maine",3651,4119,348,422,8540
"682",2019,"Mariana Islands",8,0,2,0,10
"683",2019,"Maryland",4175,6878,186,68,11307
"684",2019,"Massachusetts",4516,2789,510,392,8207
"685",2019,"Michigan",14303,14075,1008,664,30050
"686",2019,"Minnesota",9835,11241,1023,1028,23127
"687",2019,"Mississippi",12935,14538,536,1186,29195
"688",2019,"Missouri",26084,22222,2346,2642,53294
"689",2019,"Montana",4169,5522,301,498,10490
"690",2019,"Nebraska",173,3205,44,8,3430
"691",2019,"Nevada",6307,3636,385,724,11052
"692",2019,"New Hampshire",5471,3255,322,0,9048
"693",2019,"New Jersey",3747,4341,216,0,8304
"694",2019,"New Mexico",7794,5184,584,842,14404
"695",2019,"New York",8899,16654,1517,448,27518
"696",2019,"North Carolina",2559,22945,1295,490,27289
"697",2019,"North Dakota",2155,3171,175,240,5741
"698",2019,"Ohio",31054,23312,2223,2760,59349
"699",2019,"Oklahoma",19110,14320,1574,2446,37450
"700",2019,"Oregon",17610,14016,0,8,31634
"701",2019,"Pennsylvania",53180,20278,32,0,73490
"702",2019,"Puerto Rico",1767,195,131,52,2145
"703",2019,"Rhode Island",1117,794,84,434,2429
"704",2019,"South Carolina",14905,11857,1005,1310,29077
"705",2019,"South Dakota",3264,4482,262,414,8422
"706",2019,"Tennessee",35893,26800,1899,0,64592
"707",2019,"Texas",69732,53386,4713,6796,134627
"708",2019,"Utah",5893,6783,407,0,13083
"709",2019,"Vermont",1610,1613,151,166,3540
"710",2019,"Virgin Islands",32,0,0,0,32
"711",2019,"Virginia",37790,29539,8357,0,75686
"712",2019,"Washington",20508,11752,3724,102,36086
"713",2019,"West Virginia",8815,9944,415,980,20154
"714",2019,"Wisconsin",17195,14486,1223,82,32986
"715",2019,"Wyoming",3293,3077,212,304,6886
"716",2019,"Alabama",24005,19212,1161,2572,46950
"717",2019,"Alaska",3003,2980,368,520,6871
"718",2019,"Arizona",13775,8180,1131,2364,25450
"719",2019,"Arkansas",6814,9628,321,1084,17847
"720",2019,"California",34345,25063,3564,0,62972
"721",2019,"Colorado",17950,13946,1475,2544,35915
"722",2019,"Connecticut",4908,2321,692,0,7921
"723",2019,"Delaware",1684,2063,95,176,4018
"724",2019,"District of Columbia",103,1,0,2,106
"725",2019,"Florida",54799,24497,3666,5848,88810
"726",2019,"Georgia",16171,13002,653,1442,31268
"727",2019,"Guam",98,65,12,10,185
"728",2019,"Hawaii",0,0,0,0,0
"729",2019,"Idaho",4875,5774,426,660,11735
"730",2019,"Illinois",21597,12115,0,2004,35716
"731",2019,"Indiana",21903,17950,1776,2134,43763
"732",2019,"Iowa",348,4487,58,18,4911
"733",2019,"Kansas",7143,7349,606,904,16002
"734",2019,"Kentucky",12094,12686,528,1476,26784
"735",2019,"Louisiana",11282,13282,687,1320,26571
"736",2019,"Maine",2839,4424,292,388,7943
"737",2019,"Mariana Islands",6,6,1,0,13
"738",2019,"Maryland",3447,7153,140,86,10826
"739",2019,"Massachusetts",4651,2868,541,350,8410
"740",2019,"Michigan",13255,19391,747,714,34107
"741",2019,"Minnesota",9148,13550,902,1016,24616
"742",2019,"Mississippi",9210,11603,439,932,22184
"743",2019,"Missouri",21090,21032,1659,2476,46257
"744",2019,"Montana",3032,4517,226,466,8241
"745",2019,"Nebraska",128,2954,21,18,3121
"746",2019,"Nevada",4892,2873,340,636,8741
"747",2019,"New Hampshire",4803,3289,291,4,8387
"748",2019,"New Jersey",3721,3914,200,0,7835
"749",2019,"New Mexico",6317,4586,527,982,12412
"750",2019,"New York",8355,18336,1329,508,28528
"751",2019,"North Carolina",2394,18720,1086,526,22726
"752",2019,"North Dakota",1731,3237,135,210,5313
"753",2019,"Ohio",25230,24933,2034,2780,54977
"754",2019,"Oklahoma",18679,12894,1279,2834,35686
"755",2019,"Oregon",15105,11503,0,18,26626
"756",2019,"Pennsylvania",49972,22212,39,0,72223
"757",2019,"Puerto Rico",1902,203,114,60,2279
"758",2019,"Rhode Island",1039,747,57,348,2191
"759",2019,"South Carolina",11531,9303,822,1490,23146
"760",2019,"South Dakota",2687,4634,205,432,7958
"761",2019,"Tennessee",27826,21101,1706,0,50633
"762",2019,"Texas",57252,41942,3592,7038,109824
"763",2019,"Utah",4095,5038,388,0,9521
"764",2019,"Vermont",1176,1739,106,122,3143
"765",2019,"Virgin Islands",21,2,0,2,25
"766",2019,"Virginia",27949,23374,5338,4,56665
"767",2019,"Washington",13487,10163,2902,98,26650
"768",2019,"West Virginia",5980,9834,299,812,16925
"769",2019,"Wisconsin",15182,18344,1020,130,34676
"770",2019,"Wyoming",2094,2425,169,258,4946
"771",2019,"Alabama",16759,13692,1078,1876,33405
"772",2019,"Alaska",3304,3510,392,604,7810
"773",2019,"Arizona",11543,7509,1138,1596,21786
"774",2019,"Arkansas",4809,7173,351,782,13115
"775",2019,"California",32128,23005,4198,0,59331
"776",2019,"Colorado",15537,13269,1347,2042,32195
"777",2019,"Connecticut",4347,1990,502,0,6839
"778",2019,"Delaware",1624,1749,116,202,3691
"779",2019,"District of Columbia",113,3,0,4,120
"780",2019,"Florida",47504,19816,3830,4988,76138
"781",2019,"Georgia",11105,9858,598,1288,22849
"782",2019,"Guam",125,69,14,16,224
"783",2019,"Hawaii",0,0,0,0,0
"784",2019,"Idaho",3784,5530,375,486,10175
"785",2019,"Illinois",17482,10040,0,1762,29284
"786",2019,"Indiana",16204,12595,1528,1550,31877
"787",2019,"Iowa",174,2940,46,8,3168
"788",2019,"Kansas",4917,5227,480,660,11284
"789",2019,"Kentucky",8759,8890,455,1224,19328
"790",2019,"Louisiana",8450,11231,674,1136,21491
"791",2019,"Maine",2997,5699,294,418,9408
"792",2019,"Mariana Islands",11,4,0,2,17
"793",2019,"Maryland",3372,5731,132,74,9309
"794",2019,"Massachusetts",4064,2561,473,294,7392
"795",2019,"Michigan",9550,12790,685,486,23511
"796",2019,"Minnesota",8762,16263,909,1028,26962
"797",2019,"Mississippi",6506,7086,369,684,14645
"798",2019,"Missouri",16633,18732,1646,2284,39295
"799",2019,"Montana",2612,5541,251,556,8960
"800",2019,"Nebraska",81,2182,21,4,2288
"801",2019,"Nevada",4402,2573,298,514,7787
"802",2019,"New Hampshire",4876,3219,216,2,8313
"803",2019,"New Jersey",3756,3226,229,0,7211
"804",2019,"New Mexico",5518,3964,512,704,10698
"805",2019,"New York",8810,16600,1272,490,27172
"806",2019,"North Carolina",1370,12811,1014,442,15637
"807",2019,"North Dakota",1446,3638,143,210,5437
"808",2019,"Ohio",18896,16127,1706,2248,38977
"809",2019,"Oklahoma",10536,9256,1064,1860,22716
"810",2019,"Oregon",13377,10705,0,12,24094
"811",2019,"Pennsylvania",44371,17094,54,0,61519
"812",2019,"Puerto Rico",1892,161,79,62,2194
"813",2019,"Rhode Island",942,698,66,376,2082
"814",2019,"South Carolina",8542,6648,623,930,16743
"815",2019,"South Dakota",2216,5161,215,410,8002
"816",2019,"Tennessee",21973,15268,1342,0,38583
"817",2019,"Texas",41994,33957,3423,4928,84302
"818",2019,"Utah",2898,3819,312,0,7029
"819",2019,"Vermont",1283,1860,103,166,3412
"820",2019,"Virgin Islands",21,1,0,0,22
"821",2019,"Virginia",20887,15388,3146,4,39425
"822",2019,"Washington",13948,9851,2574,80,26453
"823",2019,"West Virginia",5026,6883,274,760,12943
"824",2019,"Wisconsin",13148,15376,1028,92,29644
"825",2019,"Wyoming",1594,2368,142,206,4310
"826",2019,"Alabama",14259,12550,1100,1602,29511
"827",2019,"Alaska",2276,2766,291,360,5693
"828",2019,"Arizona",12126,7629,1441,1792,22988
"829",2019,"Arkansas",4535,5063,392,672,10662
"830",2019,"California",30776,22726,3524,0,57026
"831",2019,"Colorado",14614,12289,1520,2030,30453
"832",2019,"Connecticut",4115,1726,577,0,6418
"833",2019,"Delaware",1397,1378,134,124,3033
"834",2019,"District of Columbia",94,5,0,4,103
"835",2019,"Florida",44565,18261,4154,4722,71702
"836",2019,"Georgia",10415,7843,601,1066,19925
"837",2019,"Guam",123,58,17,22,220
"838",2019,"Hawaii",0,0,0,0,0
"839",2019,"Idaho",3645,4776,395,458,9274
"840",2019,"Illinois",17639,9512,0,1782,28933
"841",2019,"Indiana",15291,10734,1680,1626,29331
"842",2019,"Iowa",131,2288,31,14,2464
"843",2019,"Kansas",4405,4322,477,528,9732
"844",2019,"Kentucky",8526,6502,489,1054,16571
"845",2019,"Louisiana",8996,9417,786,1264,20463
"846",2019,"Maine",2919,4439,265,422,8045
"847",2019,"Mariana Islands",6,10,0,0,16
"848",2019,"Maryland",2981,4714,131,78,7904
"849",2019,"Massachusetts",3523,2370,468,300,6661
"850",2019,"Michigan",9135,11241,767,478,21621
"851",2019,"Minnesota",8131,14379,870,974,24354
"852",2019,"Mississippi",6384,5653,380,690,13107
"853",2019,"Missouri",15032,13663,1559,2016,32270
"854",2019,"Montana",2651,4533,270,474,7928
"855",2019,"Nebraska",63,1631,23,4,1721
"856",2019,"Nevada",3985,2467,297,534,7283
"857",2019,"New Hampshire",4458,2948,190,0,7596
"858",2019,"New Jersey",3760,3285,218,0,7263
"859",2019,"New Mexico",5517,3752,601,638,10508
"860",2019,"New York",8316,16334,1417,450,26517
"861",2019,"North Carolina",1306,10756,941,422,13425
"862",2019,"North Dakota",1489,3300,134,214,5137
"863",2019,"Ohio",17083,13048,1534,1872,33537
"864",2019,"Oklahoma",8852,7851,1127,1700,19530
"865",2019,"Oregon",12140,10443,0,12,22595
"866",2019,"Pennsylvania",40203,14471,33,0,54707
"867",2019,"Puerto Rico",1554,191,85,58,1888
"868",2019,"Rhode Island",837,649,74,334,1894
"869",2019,"South Carolina",7420,5455,689,656,14220
"870",2019,"South Dakota",2068,3640,168,264,6140
"871",2019,"Tennessee",20638,13292,1314,0,35244
"872",2019,"Texas",42688,35840,3736,4954,87218
"873",2019,"Utah",2892,3430,322,0,6644
"874",2019,"Vermont",1175,1559,154,162,3050
"875",2019,"Virgin Islands",26,2,0,0,28
"876",2019,"Virginia",19517,13336,3231,0,36084
"877",2019,"Washington",12977,8424,2581,84,24066
"878",2019,"West Virginia",4581,5149,339,610,10679
"879",2019,"Wisconsin",12339,13865,980,108,27292
"880",2019,"Wyoming",1595,2274,147,218,4234
"881",2019,"Alabama",18831,12672,1379,2046,34928
"882",2019,"Alaska",2593,3137,319,448,6497
"883",2019,"Arizona",14272,8281,1495,2028,26076
"884",2019,"Arkansas",5267,5445,386,814,11912
"885",2019,"California",36607,25247,3837,0,65691
"886",2019,"Colorado",17237,12352,1522,2322,33433
"887",2019,"Connecticut",4806,1785,712,0,7303
"888",2019,"Delaware",1630,1383,133,156,3302
"889",2019,"District of Columbia",101,5,0,2,108
"890",2019,"Florida",54215,18910,4711,5264,83100
"891",2019,"Georgia",12501,8234,711,1178,22624
"892",2019,"Guam",128,95,18,14,255
"893",2019,"Hawaii",0,0,0,0,0
"894",2019,"Idaho",4039,4604,403,504,9550
"895",2019,"Illinois",19105,9281,0,1580,29966
"896",2019,"Indiana",19883,11389,1756,1708,34736
"897",2019,"Iowa",144,1985,32,10,2171
"898",2019,"Kansas",5240,4730,509,714,11193
"899",2019,"Kentucky",10802,6592,475,1184,19053
"900",2019,"Louisiana",10016,8147,892,1274,20329
"901",2019,"Maine",3054,3398,307,408,7167
"902",2019,"Mariana Islands",4,4,0,2,10
"903",2019,"Maryland",3518,4472,126,70,8186
"904",2019,"Massachusetts",4788,2609,461,456,8314
"905",2019,"Michigan",9724,8698,706,440,19568
"906",2019,"Minnesota",8510,11265,914,952,21641
"907",2019,"Mississippi",9042,7144,492,1102,17780
"908",2019,"Missouri",18605,14755,1809,2272,37441
"909",2019,"Montana",2945,3956,270,502,7673
"910",2019,"Nebraska",91,1600,25,4,1720
"911",2019,"Nevada",4896,2596,385,570,8447
"912",2019,"New Hampshire",5168,2744,225,0,8137
"913",2019,"New Jersey",4061,3341,196,0,7598
"914",2019,"New Mexico",6932,4000,597,748,12277
"915",2019,"New York",7995,11563,1224,480,21262
"916",2019,"North Carolina",1724,11474,1225,476,14899
"917",2019,"North Dakota",1656,2792,154,206,4808
"918",2019,"Ohio",22222,12658,1901,2012,38793
"919",2019,"Oklahoma",10823,8668,1266,1904,22661
"920",2019,"Oregon",13926,9496,0,28,23450
"921",2019,"Pennsylvania",43559,13314,45,0,56918
"922",2019,"Puerto Rico",2135,233,67,46,2481
"923",2019,"Rhode Island",954,618,80,316,1968
"924",2019,"South Carolina",9423,6241,833,910,17407
"925",2019,"South Dakota",2367,3343,195,248,6153
"926",2019,"Tennessee",25754,14536,1540,0,41830
"927",2019,"Texas",49804,36943,3855,5304,95906
"928",2019,"Utah",2976,3002,340,0,6318
"929",2019,"Vermont",1371,1320,156,136,2983
"930",2019,"Virgin Islands",21,3,0,0,24
"931",2019,"Virginia",23429,13458,3324,0,40211
"932",2019,"Washington",13689,7551,2632,94,23966
"933",2019,"West Virginia",5846,4737,339,742,11664
"934",2019,"Wisconsin",13127,11622,1009,128,25886
"935",2019,"Wyoming",1767,2004,166,238,4175
"936",2019,"Alabama",8711,5851,410,706,15678
"937",2019,"Alaska",2172,2139,247,302,4860
"938",2019,"Arizona",11005,5995,1203,1302,19505
"939",2019,"Arkansas",4049,3487,289,610,8435
"940",2019,"California",30400,20830,3485,0,54715
"941",2019,"Colorado",15550,9601,1238,1832,28221
"942",2019,"Connecticut",4235,1403,409,0,6047
"943",2019,"Delaware",1410,936,107,130,2583
"944",2019,"District of Columbia",105,4,0,6,115
"945",2019,"Florida",43914,13570,3307,3936,64727
"946",2019,"Georgia",9663,5261,476,788,16188
"947",2019,"Guam",121,57,14,16,208
"948",2019,"Hawaii",0,0,0,0,0
"949",2019,"Idaho",3504,3341,311,358,7514
"950",2019,"Illinois",15782,6889,0,1460,24131
"951",2019,"Indiana",13982,7568,1225,1166,23941
"952",2019,"Iowa",113,1264,29,8,1414
"953",2019,"Kansas",4255,3203,417,520,8395
"954",2019,"Kentucky",8059,4658,370,902,13989
"955",2019,"Louisiana",7646,5110,624,798,14178
"956",2019,"Maine",2322,2161,190,270,4943
"957",2019,"Mariana Islands",5,8,0,0,13
"958",2019,"Maryland",3082,3162,84,100,6428
"959",2019,"Massachusetts",3711,1886,387,264,6248
"960",2019,"Michigan",7396,5571,538,328,13833
"961",2019,"Minnesota",6938,6575,610,578,14701
"962",2019,"Mississippi",5769,3476,313,604,10162
"963",2019,"Missouri",14131,10224,1249,1574,27178
"964",2019,"Montana",2615,3045,192,418,6270
"965",2019,"Nebraska",80,1047,19,2,1148
"966",2019,"Nevada",3852,1891,313,480,6536
"967",2019,"New Hampshire",3874,1996,217,0,6087
"968",2019,"New Jersey",4160,2590,211,0,6961
"969",2019,"New Mexico",5219,3365,458,758,9800
