"","year","state","handgun","long_gun","other","multiple * 2","Total_sales"
"3236",2016,"Tennessee",36439,18121,0,3092,57652
"3237",2016,"Texas",72584,37980,3156,7782,121502
"3238",2016,"Utah",4413,4000,259,440,9112
"3239",2016,"Vermont",2273,1681,128,172,4254
"3240",2016,"Virgin Islands",25,4,0,0,29
"3241",2016,"Virginia",30085,15948,1133,0,47166
"3242",2016,"Washington",20583,11991,1832,1726,36132
"3243",2016,"West Virginia",10746,7436,357,1514,20053
"3244",2016,"Wisconsin",19465,12431,821,124,32841
"3245",2016,"Wyoming",2287,2036,139,300,4762
"3246",2016,"Alabama",25445,14785,1266,1768,43264
"3247",2016,"Alaska",2859,2245,300,328,5732
"3248",2016,"Arizona",15745,8512,1107,1150,26514
"3249",2016,"Arkansas",7954,5982,305,680,14921
"3250",2016,"California",52139,32970,7054,0,92163
"3251",2016,"Colorado",23518,13327,1474,2472,40791
"3252",2016,"Connecticut",13096,4366,236,0,17698
"3253",2016,"Delaware",2548,1608,110,146,4412
"3254",2016,"District of Columbia",52,3,0,0,55
"3255",2016,"Florida",62085,26356,3480,4072,95993
"3256",2016,"Georgia",18236,9696,654,1128,29714
"3257",2016,"Guam",102,57,11,12,182
"3258",2016,"Hawaii",0,0,0,0,0
"3259",2016,"Idaho",4221,3820,266,312,8619
"3260",2016,"Illinois",32112,12869,0,1626,46607
"3261",2016,"Indiana",29653,14356,1871,1878,47758
"3262",2016,"Iowa",292,2600,44,18,2954
"3263",2016,"Kansas",9196,6580,586,762,17124
"3264",2016,"Kentucky",13847,7713,403,832,22795
"3265",2016,"Louisiana",15485,10374,1054,1284,28197
"3266",2016,"Maine",4625,3054,294,304,8277
"3267",2016,"Mariana Islands",0,3,0,0,3
"3268",2016,"Maryland",3981,5541,116,32,9670
"3269",2016,"Massachusetts",7211,3500,667,402,11780
"3270",2016,"Michigan",17641,9995,670,430,28736
"3271",2016,"Minnesota",12426,8624,875,828,22753
"3272",2016,"Mississippi",10257,6713,422,730,18122
"3273",2016,"Missouri",28980,15693,1942,1910,48525
"3274",2016,"Montana",3354,3574,191,410,7529
"3275",2016,"Nebraska",179,2256,37,26,2498
"3276",2016,"Nevada",6064,2835,289,514,9702
"3277",2016,"New Hampshire",7146,3591,211,8,10956
"3278",2016,"New Jersey",4520,4005,158,0,8683
"3279",2016,"New Mexico",5921,4206,405,576,11108
"3280",2016,"New York",12020,15461,1192,400,29073
"3281",2016,"North Carolina",1350,12950,920,356,15576
"3282",2016,"North Dakota",2159,2554,106,162,4981
"3283",2016,"Ohio",38028,18613,2460,2644,61745
"3284",2016,"Oklahoma",18688,10863,1313,1778,32642
"3285",2016,"Oregon",15930,10403,0,0,26333
"3286",2016,"Pennsylvania",57355,10224,0,0,67579
"3287",2016,"Puerto Rico",940,147,16,42,1145
"3288",2016,"Rhode Island",1413,898,89,354,2754
"3289",2016,"South Carolina",12380,6289,669,652,19990
"3290",2016,"South Dakota",3782,3815,313,342,8252
"3291",2016,"Tennessee",30411,16571,0,2542,49524
"3292",2016,"Texas",72626,38396,3756,5400,120178
"3293",2016,"Utah",4662,3654,326,348,8990
"3294",2016,"Vermont",1863,1379,134,130,3506
"3295",2016,"Virgin Islands",26,0,0,2,28
"3296",2016,"Virginia",27033,15699,922,0,43654
"3297",2016,"Washington",20427,11355,2147,1190,35119
"3298",2016,"West Virginia",7419,5505,321,698,13943
"3299",2016,"Wisconsin",17969,10756,937,84,29746
"3300",2016,"Wyoming",2181,1983,160,208,4532
"3301",2015,"Alabama",47605,33710,1698,3504,86517
"3302",2015,"Alaska",5265,4638,356,428,10687
"3303",2015,"Arizona",25562,14725,1327,1990,43604
"3304",2015,"Arkansas",13780,15241,365,1042,30428
"3305",2015,"California",74399,48762,9583,0,132744
"3306",2015,"Colorado",34653,22880,1903,3300,62736
"3307",2015,"Connecticut",17828,6337,314,0,24479
"3308",2015,"Delaware",3615,3274,175,274,7338
"3309",2015,"District of Columbia",76,3,0,0,79
"3310",2015,"Florida",86940,45769,4165,6010,142884
"3311",2015,"Georgia",34974,25174,863,2436,63447
"3312",2015,"Guam",145,60,9,8,222
"3313",2015,"Hawaii",0,0,0,0,0
"3314",2015,"Idaho",7023,7813,320,552,15708
"3315",2015,"Illinois",37193,20864,0,2596,60653
"3316",2015,"Indiana",44150,26105,2370,2606,75231
"3317",2015,"Iowa",436,5654,51,16,6157
"3318",2015,"Kansas",12324,12127,605,1140,26196
"3319",2015,"Kentucky",25569,19995,607,1792,47963
"3320",2015,"Louisiana",27778,25151,1302,2256,56487
"3321",2015,"Maine",7493,5410,329,506,13738
"3322",2015,"Mariana Islands",0,1,0,0,1
"3323",2015,"Maryland",4750,10241,112,34,15137
"3324",2015,"Massachusetts",9398,4762,864,574,15598
"3325",2015,"Michigan",25578,18826,743,702,45849
"3326",2015,"Minnesota",16319,15491,1071,998,33879
"3327",2015,"Mississippi",20000,18908,540,1504,40952
"3328",2015,"Missouri",43300,30091,2272,3298,78961
"3329",2015,"Montana",5902,7250,203,472,13827
"3330",2015,"Nebraska",282,4801,36,14,5133
"3331",2015,"Nevada",9510,5088,339,924,15861
"3332",2015,"New Hampshire",9537,5204,236,10,14987
"3333",2015,"New Jersey",4304,6531,183,0,11018
"3334",2015,"New Mexico",9027,7653,553,816,18049
"3335",2015,"New York",15179,27786,1300,502,44767
"3336",2015,"North Carolina",2536,31238,1282,582,35638
"3337",2015,"North Dakota",3056,4212,105,296,7669
"3338",2015,"Ohio",60280,38256,2942,4186,105664
"3339",2015,"Oklahoma",28388,21086,1550,2738,53762
"3340",2015,"Oregon",23952,17062,0,0,41014
"3341",2015,"Pennsylvania",90055,18758,0,0,108813
"3342",2015,"Puerto Rico",1048,234,31,36,1349
"3343",2015,"Rhode Island",1663,1316,130,426,3535
"3344",2015,"South Carolina",21019,16517,1000,1298,39834
"3345",2015,"South Dakota",5240,6979,272,532,13023
"3346",2015,"Tennessee",51923,36311,0,4432,92666
"3347",2015,"Texas",107224,80247,4585,9010,201066
"3348",2015,"Utah",8559,9114,379,724,18776
"3349",2015,"Vermont",2428,2058,151,172,4809
"3350",2015,"Virgin Islands",34,2,0,0,36
"3351",2015,"Virginia",41097,29651,1547,0,72295
"3352",2015,"Washington",29473,18515,2380,1674,52042
"3353",2015,"West Virginia",15080,13869,476,1302,30727
"3354",2015,"Wisconsin",24898,17831,1134,116,43979
"3355",2015,"Wyoming",3900,3754,167,290,8111
"3356",2015,"Alabama",23022,22650,859,2356,48887
"3357",2015,"Alaska",3062,3209,191,368,6830
"3358",2015,"Arizona",12382,9041,707,1236,23366
"3359",2015,"Arkansas",6359,11611,168,752,18890
"3360",2015,"California",41181,35007,4559,0,80747
"3361",2015,"Colorado",19784,16082,932,2302,39100
"3362",2015,"Connecticut",11594,5072,134,0,16800
"3363",2015,"Delaware",2152,2424,65,144,4785
"3364",2015,"District of Columbia",54,2,0,0,56
"3365",2015,"Florida",50796,28981,2268,3914,85959
"3366",2015,"Georgia",16635,15227,448,1516,33826
"3367",2015,"Guam",100,55,12,6,173
"3368",2015,"Hawaii",0,0,0,0,0
"3369",2015,"Idaho",3609,5227,190,378,9404
"3370",2015,"Illinois",24412,17227,0,2064,43703
"3371",2015,"Indiana",25519,20227,1113,1616,48475
"3372",2015,"Iowa",267,4596,27,8,4898
"3373",2015,"Kansas",7086,8702,311,792,16891
"3374",2015,"Kentucky",12155,14847,254,1296,28552
"3375",2015,"Louisiana",14708,17368,697,1586,34359
"3376",2015,"Maine",4048,4387,135,342,8912
"3377",2015,"Mariana Islands",0,0,0,0,0
"3378",2015,"Maryland",3220,8310,96,18,11644
"3379",2015,"Massachusetts",6083,3931,402,350,10766
"3380",2015,"Michigan",13634,17604,385,476,32099
"3381",2015,"Minnesota",9373,14173,486,660,24692
"3382",2015,"Mississippi",9785,13191,267,1046,24289
"3383",2015,"Missouri",21135,22852,1004,2120,47111
"3384",2015,"Montana",2848,5170,90,394,8502
"3385",2015,"Nebraska",173,3724,23,20,3940
"3386",2015,"Nevada",4889,3272,193,574,8928
"3387",2015,"New Hampshire",4847,4165,95,4,9111
"3388",2015,"New Jersey",3462,4704,147,0,8313
"3389",2015,"New Mexico",5247,4974,334,554,11109
"3390",2015,"New York",8650,23519,665,298,33132
"3391",2015,"North Carolina",1370,20107,576,404,22457
"3392",2015,"North Dakota",1720,3744,65,158,5687
"3393",2015,"Ohio",34878,31817,1392,2966,71053
"3394",2015,"Oklahoma",15005,14753,778,1996,32532
"3395",2015,"Oregon",13586,11832,0,0,25418
"3396",2015,"Pennsylvania",62752,16297,0,0,79049
"3397",2015,"Puerto Rico",1033,170,11,40,1254
"3398",2015,"Rhode Island",954,932,57,270,2213
"3399",2015,"South Carolina",11452,10393,561,876,23282
"3400",2015,"South Dakota",2765,5484,143,302,8694
"3401",2015,"Tennessee",28815,24023,0,2600,55438
"3402",2015,"Texas",56941,51670,2532,6096,117239
"3403",2015,"Utah",4314,5857,195,524,10890
"3404",2015,"Vermont",1189,1826,49,140,3204
"3405",2015,"Virgin Islands",13,2,0,2,17
"3406",2015,"Virginia",24052,22348,974,0,47374
"3407",2015,"Washington",15822,12425,1238,1212,30697
"3408",2015,"West Virginia",6953,11561,224,956,19694
"3409",2015,"Wisconsin",13700,17759,458,90,32007
"3410",2015,"Wyoming",1745,2372,87,208,4412
"3411",2015,"Alabama",17810,14789,757,1806,35162
"3412",2015,"Alaska",4016,4414,264,642,9336
"3413",2015,"Arizona",10928,7308,741,1100,20077
"3414",2015,"Arkansas",5524,8839,164,810,15337
"3415",2015,"California",37977,26151,3912,0,68040
"3416",2015,"Colorado",17059,14870,938,2032,34899
"3417",2015,"Connecticut",9306,4207,183,0,13696
"3418",2015,"Delaware",1786,1774,93,140,3793
"3419",2015,"District of Columbia",66,0,0,0,66
"3420",2015,"Florida",45304,22587,2456,3652,73999
"3421",2015,"Georgia",13192,12217,444,1164,27017
"3422",2015,"Guam",119,64,22,16,221
"3423",2015,"Hawaii",0,0,0,0,0
"3424",2015,"Idaho",2873,5535,176,364,8948
"3425",2015,"Illinois",19306,12361,0,1370,33037
"3426",2015,"Indiana",18633,13859,1055,1254,34801
"3427",2015,"Iowa",172,3318,26,8,3524
"3428",2015,"Kansas",5542,5960,333,660,12495
"3429",2015,"Kentucky",9520,10953,260,1176,21909
"3430",2015,"Louisiana",11765,14348,689,1228,28030
"3431",2015,"Maine",4028,6036,159,418,10641
"3432",2015,"Mariana Islands",0,1,0,0,1
"3433",2015,"Maryland",3389,6110,132,32,9663
"3434",2015,"Massachusetts",5226,3146,367,328,9067
"3435",2015,"Michigan",10948,13244,341,416,24949
"3436",2015,"Minnesota",8661,18163,502,758,28084
"3437",2015,"Mississippi",7726,8231,279,854,17090
"3438",2015,"Missouri",18686,18848,1044,1962,40540
"3439",2015,"Montana",2701,6840,111,460,10112
"3440",2015,"Nebraska",168,2645,17,14,2844
"3441",2015,"Nevada",4292,2549,210,510,7561
"3442",2015,"New Hampshire",4303,3910,116,8,8337
"3443",2015,"New Jersey",3668,3507,140,0,7315
"3444",2015,"New Mexico",5346,4341,314,526,10527
"3445",2015,"New York",8329,19836,590,342,29097
"3446",2015,"North Carolina",1203,15479,602,538,17822
"3447",2015,"North Dakota",1634,4868,87,170,6759
"3448",2015,"Ohio",27354,20613,1347,2508,51822
"3449",2015,"Oklahoma",11653,10868,743,1820,25084
"3450",2015,"Oregon",13732,11626,0,0,25358
"3451",2015,"Pennsylvania",50119,10921,0,0,61040
"3452",2015,"Puerto Rico",1057,196,12,32,1297
"3453",2015,"Rhode Island",923,788,52,282,2045
"3454",2015,"South Carolina",8301,7176,406,678,16561
"3455",2015,"South Dakota",2483,6689,259,352,9783
"3456",2015,"Tennessee",24423,17480,0,2310,44213
"3457",2015,"Texas",43428,41157,2836,5292,92713
"3458",2015,"Utah",2831,3827,158,348,7164
"3459",2015,"Vermont",1183,1942,58,130,3313
"3460",2015,"Virgin Islands",19,2,0,0,21
"3461",2015,"Virginia",20672,17008,908,0,38588
"3462",2015,"Washington",14937,12315,1441,1142,29835
"3463",2015,"West Virginia",6286,8427,237,928,15878
"3464",2015,"Wisconsin",12731,16908,603,104,30346
"3465",2015,"Wyoming",1535,2274,80,204,4093
"3466",2015,"Alabama",16038,13392,710,1638,31778
"3467",2015,"Alaska",2294,3037,130,318,5779
"3468",2015,"Arizona",10378,7529,677,1040,19624
"3469",2015,"Arkansas",5356,6595,146,706,12803
"3470",2015,"California",31897,24471,3429,0,59797
"3471",2015,"Colorado",15186,12898,849,1954,30887
"3472",2015,"Connecticut",8330,3566,166,0,12062
"3473",2015,"Delaware",1503,1419,50,76,3048
"3474",2015,"District of Columbia",40,1,0,0,41
"3475",2015,"Florida",40647,20159,2615,3454,66875
"3476",2015,"Georgia",12323,9659,402,1080,23464
"3477",2015,"Guam",117,48,13,6,184
"3478",2015,"Hawaii",0,0,0,0,0
"3479",2015,"Idaho",2782,5055,104,338,8279
"3480",2015,"Illinois",17451,12693,0,1532,31676
"3481",2015,"Indiana",16754,11905,965,1236,30860
"3482",2015,"Iowa",191,2514,23,10,2738
"3483",2015,"Kansas",4889,5167,258,546,10860
"3484",2015,"Kentucky",8437,8102,214,1112,17865
"3485",2015,"Louisiana",16564,15861,771,1770,34966
"3486",2015,"Maine",3272,4190,130,530,8122
"3487",2015,"Mariana Islands",0,1,0,0,1
"3488",2015,"Maryland",2615,4779,148,18,7560
"3489",2015,"Massachusetts",4543,2442,288,278,7551
"3490",2015,"Michigan",9276,11046,315,364,21001
"3491",2015,"Minnesota",7639,14880,389,620,23528
"3492",2015,"Mississippi",9974,8720,263,1082,20039
"3493",2015,"Missouri",16053,13650,862,1800,32365
"3494",2015,"Montana",2641,5616,118,430,8805
"3495",2015,"Nebraska",138,2012,8,12,2170
"3496",2015,"Nevada",4183,2499,191,528,7401
"3497",2015,"New Hampshire",3802,3112,101,10,7025
"3498",2015,"New Jersey",3215,2728,113,0,6056
"3499",2015,"New Mexico",4763,4167,310,502,9742
"3500",2015,"New York",7532,15898,544,264,24238
"3501",2015,"North Carolina",1131,12571,581,428,14711
"3502",2015,"North Dakota",1399,3360,61,162,4982
"3503",2015,"Ohio",23309,16734,1383,2296,43722
"3504",2015,"Oklahoma",10331,9491,657,1644,22123
"3505",2015,"Oregon",10419,11137,0,0,21556
"3506",2015,"Pennsylvania",42205,8762,0,0,50967
"3507",2015,"Puerto Rico",1036,214,16,52,1318
"3508",2015,"Rhode Island",816,585,37,224,1662
"3509",2015,"South Carolina",8089,6836,410,752,16087
"3510",2015,"South Dakota",2119,4338,248,292,6997
"3511",2015,"Tennessee",21223,14758,0,2094,38075
"3512",2015,"Texas",39567,45376,2578,4864,92385
"3513",2015,"Utah",2735,4094,131,326,7286
"3514",2015,"Vermont",1091,1464,64,118,2737
"3515",2015,"Virgin Islands",25,1,0,2,28
"3516",2015,"Virginia",18720,13891,862,0,33473
"3517",2015,"Washington",13341,10892,1201,1158,26592
"3518",2015,"West Virginia",5537,6493,195,770,12995
"3519",2015,"Wisconsin",11463,13481,514,74,25532
"3520",2015,"Wyoming",1498,2275,100,194,4067
"3521",2015,"Alabama",17991,13613,703,1792,34099
"3522",2015,"Alaska",2570,3440,142,322,6474
"3523",2015,"Arizona",9987,7109,651,1072,18819
"3524",2015,"Arkansas",5352,5941,155,566,12014
"3525",2015,"California",33938,26257,3935,0,64130
"3526",2015,"Colorado",15890,12572,776,1816,31054
"3527",2015,"Connecticut",8418,3398,175,0,11991
"3528",2015,"Delaware",1570,1392,57,124,3143
"3529",2015,"District of Columbia",65,2,0,0,67
"3530",2015,"Florida",42171,20307,2373,3400,68251
"3531",2015,"Georgia",12736,9241,393,1022,23392
"3532",2015,"Guam",84,42,15,10,151
"3533",2015,"Hawaii",0,0,0,0,0
"3534",2015,"Idaho",2723,4163,118,346,7350
"3535",2015,"Illinois",18088,11085,0,1286,30459
"3536",2015,"Indiana",16546,11880,894,1020,30340
"3537",2015,"Iowa",170,2288,14,6,2478
"3538",2015,"Kansas",5378,5354,244,558,11534
"3539",2015,"Kentucky",8238,7362,201,906,16707
"3540",2015,"Louisiana",13992,11514,650,1440,27596
"3541",2015,"Maine",2966,3249,149,314,6678
"3542",2015,"Mariana Islands",0,1,0,0,1
"3543",2015,"Maryland",2783,4315,101,20,7219
"3544",2015,"Massachusetts",5177,2623,329,376,8505
"3545",2015,"Michigan",9157,9431,279,282,19149
"3546",2015,"Minnesota",7643,11193,370,588,19794
"3547",2015,"Mississippi",7830,6651,210,604,15295
"3548",2015,"Missouri",16501,13231,941,1692,32365
"3549",2015,"Montana",2688,4672,116,432,7908
"3550",2015,"Nebraska",140,1955,16,8,2119
"3551",2015,"Nevada",3949,2462,178,468,7057
"3552",2015,"New Hampshire",3870,3100,77,0,7047
"3553",2015,"New Jersey",3555,2840,142,0,6537
"3554",2015,"New Mexico",5029,3835,272,524,9660
"3555",2015,"New York",7501,12410,492,244,20647
"3556",2015,"North Carolina",1063,11789,575,392,13819
"3557",2015,"North Dakota",1409,2855,70,120,4454
"3558",2015,"Ohio",23147,15795,1132,2062,42136
"3559",2015,"Oklahoma",11425,9936,737,1598,23696
"3560",2015,"Oregon",10589,8789,0,0,19378
"3561",2015,"Pennsylvania",41542,7972,0,0,49514
"3562",2015,"Puerto Rico",1070,227,24,46,1367
"3563",2015,"Rhode Island",740,575,41,228,1584
"3564",2015,"South Carolina",8487,6785,479,578,16329
"3565",2015,"South Dakota",2233,3728,204,300,6465
"3566",2015,"Tennessee",22983,15384,0,1910,40277
"3567",2015,"Texas",41503,40561,2433,4502,88999
"3568",2015,"Utah",2689,3477,114,324,6604
"3569",2015,"Vermont",1171,1190,46,112,2519
"3570",2015,"Virgin Islands",18,2,0,0,20
"3571",2015,"Virginia",18252,12733,793,0,31778
"3572",2015,"Washington",12705,9373,1070,1026,24174
"3573",2015,"West Virginia",5565,5742,181,862,12350
"3574",2015,"Wisconsin",11549,11531,421,74,23575
"3575",2015,"Wyoming",1578,2045,80,200,3903
"3576",2015,"Alabama",17698,10276,653,1592,30219
"3577",2015,"Alaska",2709,2439,116,328,5592
"3578",2015,"Arizona",10226,6078,668,972,17944
"3579",2015,"Arkansas",5216,4146,165,502,10029
"3580",2015,"California",39980,27844,3995,0,71819
"3581",2015,"Colorado",15828,10903,751,1736,29218
"3582",2015,"Connecticut",8660,3012,158,0,11830
"3583",2015,"Delaware",1523,1148,58,72,2801
"3584",2015,"District of Columbia",59,5,0,0,64
"3585",2015,"Florida",42570,18069,2133,3196,65968
"3586",2015,"Georgia",12674,6707,347,1032,20760
"3587",2015,"Guam",119,51,13,6,189
"3588",2015,"Hawaii",0,0,0,0,0
"3589",2015,"Idaho",2576,3125,121,312,6134
"3590",2015,"Illinois",18469,9243,0,1404,29116
"3591",2015,"Indiana",15416,8954,758,858,25986
"3592",2015,"Iowa",120,1563,22,6,1711
"3593",2015,"Kansas",5641,3849,227,572,10289
"3594",2015,"Kentucky",8223,5645,238,934,15040
"3595",2015,"Louisiana",11858,7371,606,1042,20877
"3596",2015,"Maine",2973,2469,117,238,5797
"3597",2015,"Mariana Islands",0,0,1,0,1
"3598",2015,"Maryland",2918,3750,100,16,6784
"3599",2015,"Massachusetts",4617,1993,326,280,7216
"3600",2015,"Michigan",8837,6681,296,306,16120
"3601",2015,"Minnesota",6949,7139,362,598,15048
"3602",2015,"Mississippi",7869,4333,240,556,12998
"3603",2015,"Missouri",16736,10260,935,1620,29551
"3604",2015,"Montana",2563,3612,92,372,6639
"3605",2015,"Nebraska",103,1332,12,10,1457
"3606",2015,"Nevada",4074,2201,186,420,6881
"3607",2015,"New Hampshire",3675,2517,93,0,6285
"3608",2015,"New Jersey",3925,2538,125,0,6588
"3609",2015,"New Mexico",4745,3325,251,526,8847
"3610",2015,"New York",8140,9957,416,228,18741
"3611",2015,"North Carolina",964,9325,531,412,11232
"3612",2015,"North Dakota",1400,2040,57,204,3701
"3613",2015,"Ohio",23344,13252,1224,1796,39616
"3614",2015,"Oklahoma",11162,7162,690,1620,20634
"3615",2015,"Oregon",9956,8029,0,0,17985
"3616",2015,"Pennsylvania",38287,6885,0,0,45172
"3617",2015,"Puerto Rico",1083,213,12,56,1364
"3618",2015,"Rhode Island",739,520,78,236,1573
"3619",2015,"South Carolina",8486,4989,379,548,14402
"3620",2015,"South Dakota",1926,2605,132,218,4881
"3621",2015,"Tennessee",22803,12231,0,1906,36940
"3622",2015,"Texas",41237,27981,2300,4404,75922
"3623",2015,"Utah",2586,2842,179,278,5885
"3624",2015,"Vermont",1178,939,57,86,2260
"3625",2015,"Virgin Islands",28,3,0,4,35
"3626",2015,"Virginia",19564,11481,738,0,31783
"3627",2015,"Washington",12222,8220,1000,958,22400
"3628",2015,"West Virginia",5632,4503,186,756,11077
"3629",2015,"Wisconsin",11408,7673,428,66,19575
"3630",2015,"Wyoming",1512,1778,65,170,3525
"3631",2015,"Alabama",15299,8861,541,1196,25897
"3632",2015,"Alaska",2612,2256,113,282,5263
"3633",2015,"Arizona",9616,5804,587,910,16917
"3634",2015,"Arkansas",4881,3689,162,490,9222
"3635",2015,"California",33287,22795,3763,0,59845
"3636",2015,"Colorado",15127,10700,722,1652,28201
"3637",2015,"Connecticut",9429,3201,119,0,12749
"3638",2015,"Delaware",1589,1169,59,84,2901
"3639",2015,"District of Columbia",45,4,0,0,49
"3640",2015,"Florida",39592,17115,1989,2790,61486
"3641",2015,"Georgia",11502,6000,279,788,18569
"3642",2015,"Guam",108,56,15,10,189
"3643",2015,"Hawaii",0,0,0,0,0
"3644",2015,"Idaho",2381,3063,126,304,5874
"3645",2015,"Illinois",17666,8230,0,1166,27062
"3646",2015,"Indiana",14845,8455,742,1026,25068
"3647",2015,"Iowa",184,1634,24,6,1848
"3648",2015,"Kansas",4610,3174,222,414,8420
"3649",2015,"Kentucky",7280,5300,178,804,13562
"3650",2015,"Louisiana",10584,6441,529,896,18450
"3651",2015,"Maine",2906,2155,127,214,5402
"3652",2015,"Mariana Islands",0,2,0,0,2
"3653",2015,"Maryland",2929,3776,91,24,6820
"3654",2015,"Massachusetts",4398,2122,284,228,7032
"3655",2015,"Michigan",8683,6668,313,306,15970
"3656",2015,"Minnesota",7117,7084,358,476,15035
"3657",2015,"Mississippi",6160,3422,207,460,10249
"3658",2015,"Missouri",16285,9733,949,1510,28477
"3659",2015,"Montana",2514,3684,83,344,6625
"3660",2015,"Nebraska",142,1238,14,2,1396
"3661",2015,"Nevada",3778,2373,164,380,6695
"3662",2015,"New Hampshire",3745,2356,63,2,6166
"3663",2015,"New Jersey",4261,2606,140,0,7007
"3664",2015,"New Mexico",4546,3374,307,418,8645
"3665",2015,"New York",8140,10400,444,300,19284
"3666",2015,"North Carolina",1034,8587,459,380,10460
"3667",2015,"North Dakota",1335,2008,57,110,3510
"3668",2015,"Ohio",22545,13307,1118,1778,38748
"3669",2015,"Oklahoma",10529,6612,679,1328,19148
"3670",2015,"Oregon",9661,8073,0,0,17734
"3671",2015,"Pennsylvania",39007,6733,0,0,45740
"3672",2015,"Puerto Rico",1228,198,26,72,1524
"3673",2015,"Rhode Island",797,572,31,210,1610
"3674",2015,"South Carolina",7693,4135,351,592,12771
"3675",2015,"South Dakota",1866,2611,126,248,4851
"3676",2015,"Tennessee",18596,10241,0,1666,30503
"3677",2015,"Texas",43199,27650,2432,4228,77509
"3678",2015,"Utah",2549,2745,152,272,5718
"3679",2015,"Vermont",1149,890,52,78,2169
"3680",2015,"Virgin Islands",25,4,0,0,29
"3681",2015,"Virginia",16539,10126,733,0,27398
"3682",2015,"Washington",12207,8243,905,1024,22379
"3683",2015,"West Virginia",5468,4455,193,590,10706
"3684",2015,"Wisconsin",9973,7540,466,68,18047
"3685",2015,"Wyoming",1380,1731,62,140,3313
"3686",2015,"Alabama",15629,9031,525,1262,26447
"3687",2015,"Alaska",2866,2337,178,332,5713
"3688",2015,"Arizona",10829,6105,590,836,18360
"3689",2015,"Arkansas",4871,3881,170,536,9458
"3690",2015,"California",36049,25174,3848,0,65071
"3691",2015,"Colorado",15660,11252,776,1758,29446
"3692",2015,"Connecticut",9170,3432,152,0,12754
"3693",2015,"Delaware",1597,1197,38,110,2942
"3694",2015,"District of Columbia",50,3,0,0,53
"3695",2015,"Florida",39775,17145,1962,2840,61722
"3696",2015,"Georgia",11029,5941,323,810,18103
"3697",2015,"Guam",91,44,7,12,154
"3698",2015,"Hawaii",0,0,0,0,0
"3699",2015,"Idaho",2751,3569,131,314,6765
"3700",2015,"Illinois",19457,9346,0,1286,30089
"3701",2015,"Indiana",15952,8778,744,1132,26606
"3702",2015,"Iowa",167,1781,12,18,1978
"3703",2015,"Kansas",5200,3969,233,524,9926
"3704",2015,"Kentucky",7321,5133,185,786,13425
"3705",2015,"Louisiana",9916,6452,542,882,17792
"3706",2015,"Maine",2593,2273,110,216,5192
"3707",2015,"Mariana Islands",0,1,0,0,1
"3708",2015,"Maryland",2665,3972,88,28,6753
"3709",2015,"Massachusetts",4529,2296,267,222,7314
"3710",2015,"Michigan",9289,6839,260,326,16714
"3711",2015,"Minnesota",8050,7795,382,568,16795
"3712",2015,"Mississippi",6734,3669,159,476,11038
"3713",2015,"Missouri",17111,10085,799,1460,29455
"3714",2015,"Montana",2840,4108,75,446,7469
"3715",2015,"Nebraska",104,1455,13,22,1594
"3716",2015,"Nevada",4200,2611,170,424,7405
"3717",2015,"New Hampshire",3813,2468,55,2,6338
"3718",2015,"New Jersey",4118,2453,133,0,6704
"3719",2015,"New Mexico",5143,3645,268,508,9564
"3720",2015,"New York",7767,10516,449,228,18960
"3721",2015,"North Carolina",1155,8393,482,364,10394
"3722",2015,"North Dakota",1507,2349,49,136,4041
"3723",2015,"Ohio",22978,12473,1026,1916,38393
"3724",2015,"Oklahoma",11082,7434,845,1348,20709
"3725",2015,"Oregon",10537,8722,0,0,19259
"3726",2015,"Pennsylvania",38419,6825,0,0,45244
"3727",2015,"Puerto Rico",1263,149,36,34,1482
"3728",2015,"Rhode Island",865,520,35,244,1664
"3729",2015,"South Carolina",7725,4088,395,546,12754
"3730",2015,"South Dakota",2260,2932,139,258,5589
"3731",2015,"Tennessee",18928,10314,0,1546,30788
"3732",2015,"Texas",44935,29899,2679,4466,81979
"3733",2015,"Utah",2927,2935,141,322,6325
"3734",2015,"Vermont",1152,921,47,96,2216
"3735",2015,"Virgin Islands",12,2,0,4,18
"3736",2015,"Virginia",17065,9854,680,0,27599
"3737",2015,"Washington",12928,8555,1034,922,23439
"3738",2015,"West Virginia",5596,4499,185,766,11046
"3739",2015,"Wisconsin",10130,8532,483,56,19201
"3740",2015,"Wyoming",1758,1871,93,194,3916
"3741",2015,"Alabama",14929,9809,602,1256,26596
"3742",2015,"Alaska",3107,2908,186,400,6601
"3743",2015,"Arizona",11236,6438,694,900,19268
"3744",2015,"Arkansas",4951,4514,168,588,10221
"3745",2015,"California",35479,25542,4370,0,65391
"3746",2015,"Colorado",15865,11795,935,1922,30517
"3747",2015,"Connecticut",9624,3635,122,0,13381
"3748",2015,"Delaware",1720,1228,64,114,3126
"3749",2015,"District of Columbia",49,2,0,0,51
"3750",2015,"Florida",40786,18180,1996,2702,63664
"3751",2015,"Georgia",11926,6472,336,852,19586
"3752",2015,"Guam",84,42,15,10,151
"3753",2015,"Hawaii",0,0,0,0,0
"3754",2015,"Idaho",2712,3727,140,322,6901
"3755",2015,"Illinois",19123,9918,0,1318,30359
"3756",2015,"Indiana",16372,10732,823,1082,29009
"3757",2015,"Iowa",211,2163,13,8,2395
"3758",2015,"Kansas",5754,4392,242,528,10916
"3759",2015,"Kentucky",8012,6829,245,964,16050
"3760",2015,"Louisiana",9998,6632,588,894,18112
"3761",2015,"Maine",3112,2984,142,316,6554
